camera,کیمرہ
donald trump hair,ڈونالڈ ٹرمپ بال
trump hair,ٹرمپ کے بال
silk,ریشم
silky,ریشمی
silky hair,ریشمی بالوں
dresser,ڈریسر
hair style,بالوں کا انداز
hair dresser,بال ڈریسر
super hero trump,سپر ہیرو ٹرمپ
i am trump,میں ٹرمپ ہوں
i,میں
am,ہوں
american politics,امریکی سیاست
american election 2016,امریکی انتخابات 2016
rockstar,راک سٹار
americans,امریکی
america elections 2016,امریکہ کے انتخابات 2016
tomorrow,کل
lazy,سست
tired,تھکا ہوا
laidback,لیٹ بیک
laze,لیز
procrastination,تاخیر
procrastinate,تاخیر
delay,تاخیر
morning,صبح
work day,کام کا دن
weekend,ہفتے کے آخر
off,بند
weekends,اختتام ہفتہ
holidays,تعطیلات
no,نہیں
bath,غسل
sunday,اتوار
weekend holiday,ہفتے کے آخر میں چھٹی
weekend off,ہفتے کے آخر میں
weekend trip,ہفتے کے آخر میں سفر
wash,دھونا
home,گھر
clothes,کپڑے
pyjamas,پاجامہ
lazy sunday,سست اتوار
best,بہترین
offs,آفس
pyjama party,پاجاما پارٹی
unwind,کھولنا
relaxing,آرام دہ
busy,مصروف
hibernation,ہائبرنیشن
sofa,سوفی
couch,سوفی
couch potato,سوفی آلو
silence,خاموشی
sleeping,سو رہا ہے
lazing,lazing
unwinding,ناپسندیدہ
today,آج
nothing,کچھ نہیں
doing,کر رہا ہے
relax,آرام کرو
chilling,ٹھنڈا
lazy ass,سست گدا
chill,ٹھنڈا
no work,کوئی کام
holiday,چھٹی
sundays,اتوار
vacation,چھٹی
lazy bum,سست bum
eat,کھاؤ
sleep,نیند
repeat,دہرائیں
resting,آرام
glutton,پیٹو
eating,کھانا
hungry,بھوکا
foodie,کھانے کا شوقین
good morning,صبح بخیر
sunrise,طلوع آفتاب
woke,جاگا
awake,بیدار
up,اوپر
rise up,اٹھ کھڑے
day,دن
in bed,بستر میں
bed,بستر
sleepy,نیند آتی ہے
woke up,جاگ گیا
useless,بیکار
vacations,تعطیلات
saturday,ہفتہ
week off,ہفتہ کی چھٹی
idle,بیکار
pizza,پیزا
pancakes,پینکیکس
food,کھانا
food items,غذائی اشیاء
indulgence,لذت
weekend indulgence,ہفتے کے آخر میں لذت
rajnikanth,rajnikanth
rajnikant,رجنیکنت
thalaiva,برآمدہ
south indian cinema,جنوبی ہندوستانی سنیما
tamil actor,تمل اداکار
tamil movies,تمل فلمیں
movies,فلمیں
south indian,جنوبی ہندوستانی
south indian actor,جنوبی ہندوستانی اداکار
movie dialogues,فلم کے مکالمے
understand,سمجھ
better,بہتر
style,اسٹائل
cant,کھچڑی
stop,رک جاؤ
stop me,مجھے روکو
south indian movies,جنوبی ہندوستان کی فلمیں
play,کھیلیں
ball,گیند
action,عمل
drama,ڈرامہ
kon,کر سکتے ہیں
kaun,کون؟
who,ڈبلیو ایچ او
rok,سال
aaram,باقی
time,وقت
rest,باقی
south indian dialogues,جنوبی ہندوستان کے مکالمے
south india,جنوبی ہندوستان
bullet,گولی
goli,گولی
fast,تیز
tez,مقالے
anna,اینا
sotuh india,جنوبی ہندوستان
fastest,سب سے تیز
faster,تیز
rajnikanth jokes,rajnikanth لطیفے
yanna rascala,ینا رسالہ
rascala,rascala
actor,اداکار
indian actor,بھارتی اداکار
lungi,لمبا
master,ماسٹر
lungi master,لونگی ماسٹر
rajni,سیاستدان
lungi dance,لونگی ڈانس
chalbaaz,چال چلانے والا
movie dialog,فلمی ڈائیلاگ
liquor,شراب
booze,شراب
drinking,پینے
drunk,نشے میں
indian movies,ہندوستانی فلمیں
rajnikanth dialogues,rajnikanth مکالمے
dialogues,مکالمے
chamak,چمکنا
shine,چمکنا
twenty twenty,بیس بیس
sachin,ساچین
batting,بیٹنگ
bowling,بولنگ
indian cricket team,ہندوستانی کرکٹ ٹیم
indian cricket,ہندوستانی کرکٹ
cricket world cup,کرکٹ ورلڈ کپ
cricketer,کرکٹر
sports,کھیلوں
cricket fans,کرکٹ کے شائقین
fan,پرستار
bat,چمگادڑ
bowl,پیالہ
india,ہندوستان
you,تم
balls,گیندوں
cricket,کرکٹ
indian cricketers,ہندوستانی کرکٹرز
batsman,بلے باز
bowler,بولر
injury,چوٹ
bowled,بولڈ
match,میچ
catch,کیچ
out,باہر
run out,رن آؤٹ
cricket match,کرکٹ میچ
hit,مارا
maar,لیکن
punch,گھونسہ مارنا
howzzat,ہوزٹ
indian cricketer,ہندوستانی کرکٹر
that,کہ
six,چھ
sixer,چھکے
shot,گولی مار دی
clap,تالی
what,کیا
dont,مت کرنا
be,ہو
duck,بطخ
bend,موڑنا
low,کم
sachin tendulkar,ساچن ٹنڈولکر
tendulkar,ٹنڈولکر
god,خدا
god of cricket,کرکٹ کا خدا
indian cricket match,ہندوستانی کرکٹ میچ
century,صدی
match night,میچ رات
sports injury,کھیلوں کی چوٹ
cricket kit,کرکٹ کٹ
match score,میچ اسکور
score,اسکور
win,جیت
lost,کھو دیا
victory,فتح
bata,بچہ
video,ویڈیو
online,آن لائن
cricket fan,کرکٹ کے شائقین
player,پلیئر
third,تیسرے
3rd,دکھائیں
umpire,امپائر
referee,ریفری
indian team,ہندوستانی ٹیم
indian player,بھارتی کھلاڑی
12th,12 ویں
man,آدمی
twelveth,بارہویں
indian crickter,ہندوستانی کرکٹر
saale,سیل
smooth,ہموار
delivery,ترسیل
commentary,تفسیر
cricket commentary,کرکٹ کمنٹری
strike,ہڑتال
cheerleader,چیئر لیڈر
cheer,خوشی
match fixing,میچ فکسنگ
fixing,فکسنگ
bik,بیک
tu,آپ
cricket team,کرکٹ ٹیم
can,کر سکتے ہیں
drive,ڈرائیو
players,کھلاڑی
full,بھرا ہوا
toss,ٹاس
full toss,مکمل ٹاس
pitch,پچ
bounce,اچھال
ek,ایک
one,ایک
bouncer,باؤنسر
do,کیا
not,نہیں
afraid,خوف زدہ
scared,ڈرا ہوا
hero,ہیرو
super hero,سپر ہیرو
powerpuff girls,پاورپف لڑکیاں
powerpuff,پاورپف
girls,لڑکیاں
power,طاقت
daring,ہمت
strong,مضبوط
bold,بولڈ
fighter woman,لڑاکا عورت
fighter,لڑاکا
here,یہاں
I am,میں ہوں
cartoon network,کارٹون نیٹ ورک
cartoon,کارٹون
professor,پروفیسر
ehh,آہ
whats up,کیا چل رہا ہے
sup,سڑکنا
doc,ڈاکٹر
doctor,ڈاکٹر
bugs bunny,کیڑے خرگوش
rabbit,خرگوش
carrot,گاجر
annoying,پریشان کن
cartoons,کارٹون
cartooon network,کارٹون نیٹ ورک
bunny,خرگوش
cute,پیارا
hey,ارے
hi,ہیلو
the,
is,ہے
yours,تمہارا
captain planet,کپتان سیارہ
planet,سیارہ
captain,کپتان
brave,بہادر
empowering,بااختیار بنانا
will,کریں گے
hunt,شکار
down,نیچے
hunter,شکاری
road runner,روڈ رنر
The Road Runner,روڈ رنر
The Coyote,کویوٹ
looney toons,لون ٹونز
toons,toons
animal instincts,جانوروں کی جبلتیں
beep beep,بیپ بیپ
acme,اکمی
pretty,خوبصورت
are,ہیں
I m,میں ہوں
johnny,جونی
johnny bravo,جونی براوو
bravo,براوو
dude,یار
sexy,سیکسی
mojo jojo,موجو جوجو
villain,ھلنایک
evil,برائی
wicked,شریر
bad,برا
baddie,بیڈی
cruel,ظالمانہ
cruel intentions,ظالمانہ ارادے
bff,bff
forever,ہمیشہ کے لئے
life,زندگی
ed edd and eddy,ایڈ ایڈی اور ایڈی
ed,ایڈ
edd,ایڈی
eddy,ایڈی
bestie,حیوانوں
log,لاگ
imaginary,فرضی
imaginary friend,خیالی دوست
plank,تختی
aww,ڈبلیو
moment,لمحہ
great,زبردست
childhood,بچپن
ruined,تباہ شدہ
cats,بلیوں
swat cats,سوات کیٹس
roll,رول
bahadur bille,بہادر بلیوں
swat,سوات
swat kats,سوات کیٹس
bade miyan,بڑے میاں
chote miyan,چھوٹا میاں
fighters,جنگجو
best friends,بہترین دوست
The Radical Squadron,ریڈیکل اسکواڈرن
BADE MEOW,BADE MEOW
CHOTE,چھوٹا
MEOW,MEOW
cartoon shows,کارٹون شوز
children,بچے
catch you,آپ کو پکڑو
tom,ٹام
jerry,جیری
tom and jerry,ٹام اور جیری
cat,کیٹ
mouse,ماؤس
wanna,چاہت
cartoon character,کارٹون کردار
the addams family,addams خاندان
wednesday,بدھ
girl,لڑکی
knock,دستک
jetsons,جیٹسن
the jetsons,طیاروں
jane,جین
george,جارج
laugh,ہنسنا
haha,ہاہاہاہا
dexter,dexter
dexters laboratory,ڈیکسٹر کی لیبارٹری
network,نیٹ ورک
deedee,ڈیڈی
scientist,سائنسدان
lab,لیب
mayor,میئر
secretary,سکریٹری
sexy secretary,سیکسی سیکرٹری
Ms Sara Bellum,محترمہ سارہ کے WAR
sara bellum,سارہ جنگ
the powerpuff  girls,پاورپف لڑکیاں
Townsville,ٹاؤنس ول
red hair,سرخ بال
dress,لباس
red,سرخ
heels,ہیلس
hot,گرم
bear,ریچھ
smarter,ہوشیار
average,اوسط
fat,چربی
smart,ہوشیار
THE YOGI BEAR,یوگی بیئر
THE YOGI BEAR SHOW,یوگی بیر دکھائیں
wise,عقل مند
intelligent,ذہین
we,ہم
kid,بچہ
sharing,شیئرنگ
share,بانٹیں
alvin and the chipmunks,یلوئن اور چپپانکس
alvin,یلوئن
chipmunks,چپپانکس
Simon,سائمن
Theodore,تھیوڈور
prize,انعام
yes,جی ہاں
yeah,ہاں
all right,بالکل ٹھیک
alright,ٹھیک ہے
boss,باس
sir,جناب
servant,نوکر
maid,نوکرانی
richie rich,امیر امیر
Irona the Robot Maid,روبوٹ نوکرانی آئرونا
robot,روبوٹ
irona,لوہا
Mrs Rich,مسز رچ
ok,ٹھیک ہے
Sarabhai VS Sarabhai,سارہ بھائی VS سارا بھائی
rosesh,گلاب
sarabhai,سرابھائی
moma,moma
momma,ماں
mamas boy,ماما لڑکا
car,گاڑی
boy,لڑکا
Einstein,آئن اسٹائن
biwi,بیوی
wife,بیوی
brain,دماغ
stupid,بیوقوف
big cars,بڑی کاریں
lol,lol
poetry,شاعری
roshes poetry,گلاب شاعری
gaadi,کار
dimag,دماغ
idiot,بیوقوف
lame,لنگڑا
lame poetry,لنگڑا اشعار
wine,شراب
whiskey,شراب
champagne,شیمپین
drinks,مشروبات
drink,پیو
offering drinks,مشروبات کی پیش کش
cheers,خوشی
alcohol,شراب
sitcom,سیت کام
indian sitcom,انڈین سیت کام
middle class,مڈل کلاس
ls,ls
highclass,اعلی کلاس
maya,مایا
maya sarabhai,مایا سرابھائی
mind,دماغ
making,بنانے
point,نقطہ
vs,بمقابلہ
sitcoms,سائٹ
indian sitcoms,ہندوستانی سائٹ
argument,دلیل
arguing,بحث کرنا
haunsla,ہمت
sweety,پیاری
monisha,منیشا
hope,امید
dont lose,کھو نہیں
lose,کھو جانا
proud,فخر ہے
monisha sarabhai,مونیشا سارا بھائی
poison,زہر
milk,دودھ
acting,اداکاری
overacting,زیادہ کرنا
woman,عورت
indian woman,ہندوستانی عورت
comedy shows,مزاحیہ شو
comedy,مزاح
indian comedy shows,بھارتی مزاحیہ شو
doodh,ڈوڈھ
swear,قسم کھانا
indian comedy,بھارتی مزاح
promise,وعدہ
jaljeera,jaljeera
celebration,جشن
housewife,گھریلو خاتون
aroma,مہک
rosesh sarabhai,روزش سارا بھائی
happiness,خوشی
show,دکھائیں
indian shows,بھارتی شو
happy dance,خوش رقص
mummy,امی
purse,پرس
hospital,ہسپتال
sweet,میٹھا
nurse,نرس
flattering,چاپلوسی
impress,متاثر کرنا
patient,صبر
mom,ماں
mother,ماں
mommas boy,ماں لڑکے
lmao,lmao
jelly,جیلی
roseshs poetry,گلاب شاعری
son,بیٹا
doting,ڈاٹنگ
dote,جہیز
pigeons,کبوتر
birds,پرندے
pigeon,کبوتر
writings,تحریریں
writing,لکھنا
so,تو
class,کلاس
middle,وسط
high class,اعلی کلاس
showoff,دکھاوے باز
broke,ٹوٹ گیا
money,پیسہ
rupees,روپے
cash,نقد
card,کارڈ
credit card,کریڈٹ کارڈ
miser,بدسلوکی
scrooge,اسکروج
low on cash,کم نقد
wallet,پرس
no money,رقم نہیں
no salary,تنخواہ نہیں
salary,تنخواہ
balance,بقیہ
low balance,کم توازن
no cash,کوئی نقد نہیں
phone call,فون کال
mobile phone,موبائل فون
forgot,بھول
brothers,بھائی
dead,مردہ
bhai,بھئی
buddy,دوست
bud,شگوفہ
bro,بھائی
t shirt,ٹی شرٹ
shirt,قمیض
tee,ٹی
t,t
brother,بھائی
borrow,ادھار
loan,قرض
owe,واجب الادا
bill,بل
check,چیک کریں
no balance,کوئی توازن نہیں
pay,ادا کرنا
restaurant,ریستوراں
bro brother,بھائی بھائی
extra,اضافی
ask,پوچھیں
snack,سنیک
snacking,سنیکنگ
bhel,بھیل
more,مزید
munching,munching
hogging,ہاگنگ
snacks,نمکین
note,نوٹ
girls night,لڑکیوں کی رات
girls night out,باہر لڑکیوں کی رات
ladies night,عورتوں کی رات
broke girls,ٹوٹی لڑکیوں
clubbing,کلبھوشن
club,کلب
tonight,آج کی رات
lets party,جلو پاڑٹئ کرتے ہے
dancing,رقص
women,خواتین
thursday,جمعرات
birthday,سالگرہ
gift,تحفہ
present,موجودہ
birthday gift,سالگرہ کا تحفہ
birthday party,سالگرہ کی تقریب
kanjoos,کنجوسی
asking,پوچھنا
birthday present,سالگرہ کا تحفہ
shopping,خریداری
shop,دکان
cell phone,موبائل فون
urgent call,فوری کال
no battery,بیٹری نہیں
dead phone,مردہ فون
make,بنائیں
scoorge,اسکروج
yaar,کون
bruh,bruh
chai,پھاڑ دو
tea,چائے
masala tea,مسالہ چائے
kadak chai,سخت چائے
cutting chai,فصل چائے
treat,سلوک
hangout,hangout
tea shop,چائے کی دکان
tea stall,چائے کا اسٹال
guys,لوگ
guy,لڑکے
Demonetisation,Demonetisation
car pool,کار کا تالاب
cab pool,ٹیکسی کا پول
cab sharing,ٹیکسی شیئرنگ
auto,آٹو
delhi auto,دلی آٹو
taxi sharing,ٹیکسی شیئرنگ
travelling,سفر
travel,سفر
traveling,سفر
friendship,دوستی
change,تبدیلی
big note,بڑا نوٹ
five hundred note,پانچ سو نوٹ
bill pay,بل تنخواہ
no change,کوئی تبدیلی نہیں
currency,کرنسی
metro,میٹرو
stuck,پھنس گیا
got,مل گیا
transport,ٹرانسپورٹ
bus,بس
train,ٹرین
metro train,میٹرو ٹرین
delhi metro,دلی میٹرو
delhi metro train,دلی میٹرو ٹرین
mumbai metro,ممبئی میٹرو
local transport,مقامی ٹرانسپورٹ
late,دیر
late to work,کام کرنے میں دیر
excuses,بہانے
worker,کارکن
employee,ملازم
office staff,دفتری عملہ
manager,مینیجر
team,ٹیم
suit,سوٹ
cab,ٹیکسی
cabbie,گوبھی
cab guy,ٹیکسی والا آدمی
driver,ڈرائیور
taxi driver,ٹیکسی ڈرائیور
taxi,ٹیکسی
auto driver,آٹو ڈرائیور
route,راسته
direction,سمت
area,رقبہ
took,لیا
delayed,تاخیر
latecomer,دیر سے آنے والا
navigation,سمت شناسی
way,راستہ
road,سڑک
street,گلی
procession,جلوس
job,نوکری
in laws,قوانین میں
mother in law,ساس
father in law,سسر
inlaws,inlaws
relatives,رشتہ دار
married,شادی شدہ
married employee,شادی شدہ ملازم
bahane,عذر
kaam,کام
office job,آفس نوکری
office excuses,دفتر کے بہانے
loosemotions,لوز موشنز
loose motions,ڈھیلے محرکات
sick,بیمار
sickness,بیماری
ill,بیمار
unwell,بیمار
late coming,دیر سے آنے
workexcuses,workexcuses
member,رکن
fake,جعلی
faking illness,جعلی بیماری
bad stomach,خراب پیٹ
stomach ache,پیٹ کا درد
potty,پاٹی
dump,پھینک دیں
poop,poop
parents,والدین
station,اسٹیشن
pick,اٹھاو
railway station,ریلوےسٹیشن
bus stand,بس اسٹینڈ
work excuses,کام کے بہانے
work place,کام کی جگہ
flat tyre,فلیٹ ٹائر
puncture,پنچر
tyre,ٹائر
broke down,ٹوٹ گیا
working,کام کرنا
sad employee,افسردہ ملازم
on,پر
skipped,اچٹ گیا
bai,سفید
kaamwali,نوکرانی
late today,آج دیر
theft,چوری
robbery,ڈکیتی
heist,ڈکیتی
building,عمارت
society,معاشرے
crime scene,وقوعہ
appartment,اپارٹمنٹ
work excuse,کام عذر
employer,آجر
car broke down,کار ٹوٹ گئی
kharab,برا
gaadi band,کار سے دور
raining,بارش ہو رہی
monsoon,مون سون
location,مقام
city,شہر
water clogging,پانی بھرنا
paani,پانی
coca cola,کوک
thanda,سردی
coke,کوک
yo,مجھے
beverage,مشروبات
taste the feeling,احساس چکھو
taste,ذائقہ
bottle,بوتل
cola,کولا
coca,کوکا
coke bottle,کوک کی بوتل
jersey,جرسی
soft drink,سافٹ ڈرنکس
1,1
coca cola,کوک
meet,ملنا
walking,چلنا
foodies,کھانے کی اشیاء
khushiyaan,خاصیت
feeling,احساس
meeting,ملاقات
towel,تولیہ
bathroom,باتھ روم
shower,شاور
girl in washroom,واش روم میں لڑکی
washroom,واش روم
toilet,بیت الخلاء
girl in towel,تولیہ میں لڑکی
no wash,واش نہیں
clean,صاف
fresh,تازه
freshen,تازہ
company,کمپنی
dirty pack,گندا پیک
pack,پیک
dirty,گندا
cold,سردی
girl in bathrobe,غسل خانے میں لڑکی
bathing,نہانا
bathe,نہانا
industry,صنعت
clean up,صاف
unhygienic,غیر صحتمند
hygiene,حفظان صحت
sanitary,سینیٹری
fever,بخار
ganda,ڈبل
deodorant,deodorant
in,میں
kal,کل
nahaya,نہا دیا
ath,کھلاڑی
athing,کچھ
wash wash up,واش واش اپ
alibi,علیبی
excuse,عذر
nightsuit,رات کا لباس
underwear,زیر جامہ
kacche,خام
dhule,دھول
washing,دھونے
dry,خشک
dirty clothes,گندے کپڑے
arriving late,تاخیر سے پہنچنا
ironing,استری
iron,لوہا
pants,پتلون
trousers,پتلون
naked,ننگا
tie,ٹائی
no bath,نہانا
warm,گرم
restroom,روم روم
woman in towel,تولیہ میں عورت
pink,گلابی
lady,عورت
hot water bath,گرم پانی کا غسل
no shower,کوئی شاور نہیں
holi,ہولی
wash up,دھونا
pichkaari,اٹومائزر
gross,مجموعی
abey,ابے
blue,نیلے
naha,جلد
winter,موسم سرما
oye,اوئے
come,آو
thand,سردی
Daisy Duck,گل داؤدی بتھ
darling,پیارے
good,اچھی
luck,قسمت
good luck,اچھی قسمت
memories,یادیں
bae,بی اے
girl friend,لڑکی دوست
school days,سکول کے دن
eighties,اسی کی دہائی
baby,بچه
lovable,پیاری
girl friends,لڑکی دوست
post,پوسٹ
posted,پوسٹ کیا گیا
first,پہلا
before,پہلے
update,اپ ڈیٹ
social media,سوشل میڈیا
donald duck,ڈانلڈ ڈک
donald,ڈونالڈ
child,بچہ
hilarious,مزاحیہ
insane,پاگل
cuteness,cuteness
mental,ذہنی
mentally,ذہنی طور پر
oh,اوہ
boy oh boy,لڑکا اوہ لڑکا
mickey,مکی
mickey mouse,مکی ماؤس
response,جواب
shocked,حیران
some,کچھ
music,موسیقی
songs,گانے ، نغمے
song,نغمہ
minnie,منی
mini,منی
minni,میرے
minnie mouse,منی ماؤس
melody,راگ
need,ضرورت
all,سب
romance,رومانوی
romanctic,رومانوی
conversations,گفتگو
talks,بات کرتا ہے
lover,عاشق
guitar,گٹار
instrument,آلہ
forbidden,ممنوعہ
romantic,رومانوی
heart ache,دل میں درد
dill,dill
how,کیسے
cteness,cteness
starts,شروع ہوتا ہے
beginning,آغاز
conversation,گفتگو
for,کے لئے
group,گروپ
happy birthday,سالگرہ مبارک
to me,کے ساتھ
my birthdy,میری سالگرہ
my,میرا
hello,ہیلو
starters,شروع کرنے والے
begin,شروع
mouseketeers,ماؤسکیٹرز
magic,جادو
jaafu,گپ شپ
jadu,جادو
cloak,چادر
me,مجھے
praise,تعریف
in love,پیار میں
ishq,ishq
flirt,اشکبازی
flirtatious,دل پھینک
filmy,فلمیں
bollywood,بالی ووڈ
cinema,سنیما
hindi,ہندی
relationships,تعلقات
pyar,محبت
dl,dl
zindagi,زندگی
hai,ہے
dialogue,مکالمہ
dialog,ڈائیلاگ
mohabbat,محببت
lovesick,loveick
chance,موقع
stake,داؤ
risk,خطرہ
kuch,کچھ
by,بذریعہ
mera,میرا
limit,حد
main,مرکزی
hearts,دلوں
rule,حکمرانی
pyaar ke rules,محبت کے اصول
friendzone,دوست زون
friendzoned,فرینڈزونڈ
diwana,پاگل
mad,پاگل
ole,نہیں
bole,کہتا ہے
saif,سیف
saif ali khan,سیف علی خان
tera,تیرا
jab bhi,جب بھی
see,دیکھیں
dekhu,دیکھیں
ladka,لڑکا
bike,موٹر سائیکل
hitting,مارنا
hitting on,پر مارنا
aur,سونے
dono,کون سا؟
thai ishqiya,تھائی عشقیہ
baccha,بچی
hai jee,ہائے
empty,خالی
pockets,جیبیں
paisa,پیسہ
cashless,نقدہین
staff,عملہ
later,بعد میں
diwali,دیوالی
professional,پیشہ ور
prediwali,prediwali
diwali party,دیوالی پارٹی
card party,کارڈ پارٹی
ethnic wear,نسلی لباس
traditional wear,روایتی لباس
traditional,روایتی
festive,تہوار
festive wear,تہوار پہننا
daru,ایک تحفہ
sharab,شراب
alocohol,شراب
kurta pyjama,کرتہ پاجاما
where,کہاں
cardparty,کارڈپارٹی
say,کہو
to,کرنے کے لئے
crackers,کریکر
slogan,نعرہ
deepawali,دیپالی
dipawali,دیپالی
cards,کارڈز
couple,جوڑے
rangoli,رنگولی
stay,ٹھہرنا
away,دور
diya,دیئے گئے
lamps,لیمپ
diwlai celebration,دیوالی کا جشن
maa,زمین
mata,آنکھ
housewide,گھر بھر میں
safai,صفائی
ghar,گھر
house,گھر
house cleaning,گھر کی صفائی
diwali cleaning,دیوالی کی صفائی
karega,کریں گے
ki,کے
daughter,بیٹی
sahab,سر
housekeeper,نوکرانی
cleaner,کلینر
diwlai,براہ کرم
bonus,اضافی انعام
diwali bonus,دیوالی بونس
bucket,بالٹی
cleaning,صفائی
broom,جھاڑو
jhaduu,جھڈاؤ
diwali shopping,دیوالی شاپنگ
with,کے ساتھ
be like,کی طرح ہونا
bags,بستے
shopping bags,شاپنگ بیگ
missing,لاپتہ
miss,مس
miss you,تمہاری یاد آتی ہے
yaad,یاد رکھنا
ghar ki yaad,گھر یاد رکھنا
nostalgia,پرانی یادوں
nostalgic,پرانی
baksheesh,بیکشیش
paise,پیسہ
superstar,سپر اسٹار
stage,اسٹیج
mic,مائک
singer,گلوکار
melodies,راگ
perform,انجام دیں
gig,ٹمٹم
star,ستارہ
band,بینڈ
rockband,راک بینڈ
musician,موسیقار
spotlight,روشنی کی روشنی
goodwork,اچھا کام
well,ٹھیک ہے
done,کیا
welldone,خیر
good job,بہت اعلی
acha,سوچنا
sun,سورج
surf,سرف
surfboard,سرفبورڈ
surfing,سرفنگ
shining,چمک
waves,لہریں
swiming,تیراکی
swimwear,تیراکی کے کپڑے
swimsuit,پیراکی کا لباس
goa,گویا
beaches,ساحل
usic,امریکی
performance,کارکردگی
acha kaam,اچھا کام ہے
ha,ہے
hell,جہنم
burn,جلانا
burning,جل رہا ہے
laughing,ہنسنا
interaction,بات چیت
talk,بات
old,پرانا
days,دن
memory,یاداشت
college,کالج
cowboy,چرواہا
cowboy hat,چرواہا ٹوپی
cowboy boots,چرواہا کے جوتے
boots,جوتے
dessert,میٹھی
hat,ٹوپی
fighting,لڑائی
goodnight,شب بخیر
night,رات
dreams,خواب
sweetdreams,پیارے خواب
moon,چاند
dark,سیاہ
stars,ستارے
the moon,چاند
clouds,بادل
sky,آسمان
end,ختم
scare,ڈرانا
scray,بھٹکنا
boo,بو
ghost,بھوت
land,زمین
scarecrow,اسکیروکو
shock,صدمہ
surprise,حیرت
zombie,زومبی
hahaha,ہاہاہاہا
laughter,ہنسی
wicked laugh,شریر قہقہہ
scary,ڈراونا
tight,تنگ
honey,شہد
grilfriend,گرل فرینڈ
college days,کالج کے دن
older,پرانا
young,نوجوان
younger,چھوٹی
retro,ریٹرو
yearn,تڑپ رہا ہے
booo,بوو
witch,ڈائن
flying,اڑنا
ghosts,بھوت
spooky,ڈراونا
chudail,ڈائن
shinning,چمک رہا ہے
bright,روشن
frieds,تلی ہوئی
really,واقعی
chat,چیٹ
friendships,دوستی
stunned,دنگ رہ گئے
hmmm,ہمممم
hmm,ہمم
pondering,غور کرنا
contemplating,غور کرنا
think,سوچنا
thoughtful,سوچے سمجھے
thoughts,خیالات
hahah,ہاہاہاہا
bahaha,بہاہا
joking,مذاق
hansna,ہنسنا
thanks,شکریہ
thank you,آپ کا شکریہ
thank,شکریہ
help,مدد
welcome,خوش آمدید
thanking,شکریہ
get,حاصل
get out,باہر نکل جاو
chakra,سائیکل
go,جاؤ
fuck off,بھاڑ میں جاؤ
superhero,سپر ہیرو
whatsup,کیا چل رہا ہے
ssup,ssup
whaddup,whaddup
whatup,کیا
