silky,रेशमी
silky hair,रेशमी बाल
dresser,ड्रेसर
hair style,बाल शैली
hair dresser,हेयर ड्रेसर
super hero trump,सुपर हीरो ट्रम्प
i am trump,मैं ट्रम्प हूँ
i,मैं
am,बजे
american politics,अमेरिकी राजनीति
american election 2016,अमेरिकी चुनाव 2016
rockstar,रॉकस्टार
americans,अमेरिकियों
america elections 2016,अमेरीका चुनाव २०१६
tomorrow,आने वाला कल
lazy,आलसी
tired,थका हुआ
laidback,शांत
laze,Laze
procrastination,टालमटोल
procrastinate,procrastinate
delay,विलंब
morning,सुबह
work day,काम का दिन
weekend,सप्ताहांत
off,बंद
weekends,सप्ताहांत
holidays,छुट्टियां
no,नहीं
bath,स्नान
sunday,रविवार
weekend holiday,सप्ताहांत की छुट्टी
weekend off,सप्ताहांत बंद
weekend trip,सप्ताहांत की यात्रा
wash,धुलाई
home,घर
clothes,वस्त्र
pyjamas,पाजामा
lazy sunday,आलसी रविवार
best,श्रेष्ठ
offs,नापसंद
pyjama party,पायजामा पार्टी
unwind,खोलना
relaxing,आराम
busy,व्यस्त
hibernation,सीतनिद्रा
sofa,सोफ़ा
couch,सोफ़ा
couch potato,टीवी देखकर समय गँवाने वाला
silence,शांति
sleeping,सोया हुआ
lazing,lazing
unwinding,तनाव मुक्त
today,आज
nothing,कुछ भी तो नहीं
doing,करते हुए
relax,आराम करें
chilling,द्रुतशीतन
lazy ass,आलसी गधा
chill,सर्द
no work,कोई काम नहीं
holiday,छुट्टी का दिन
sundays,रविवार
vacation,छुट्टी
lazy bum,आलसी
eat,खा
sleep,नींद
repeat,दोहराना
resting,आराम
glutton,खाऊ
eating,भोजन
hungry,भूखे पेट
foodie,खाने का शौकीन
good morning,शुभ प्रभात
sunrise,सूर्योदय
woke,उठा
awake,जाग
up,यूपी
rise up,उतराना
day,दिन
in bed,बिस्तर में
bed,बिस्तर
sleepy,निद्रालु
woke up,उठ गया
useless,निकम्मा
vacations,छुट्टियों
saturday,शनिवार
week off,साप्ताहिक अवकाश
idle,बेकार
pizza,पिज़्ज़ा
pancakes,पेनकेक्स
food,खाना
food items,खाद्य वस्तुओं
indulgence,आसक्ति
weekend indulgence,सप्ताहांत भोग
rajnikanth,बाशा
rajnikant,रजनीकांत
thalaiva,बरामदा
south indian cinema,दक्षिण भारतीय सिनेमा
tamil actor,तमिल अभिनेता
tamil movies,तमिल फिल्में
movies,चलचित्र
south indian,दक्षिण भारतीय
south indian actor,दक्षिण भारतीय अभिनेता
movie dialogues,फिल्म के संवाद
understand,समझना
better,बेहतर
style,अंदाज
cant,खिचड़ी भाषा
stop,रुकें
stop me,मुझे रोको
south indian movies,दक्षिण भारतीय फिल्में
play,खेल
ball,गेंद
action,कार्य
drama,नाटक
kon,सकता है
kaun,कौन
who,who
rok,
aaram,
time,
rest,
south indian dialogues,
south india,
bullet,
goli,
fast,
tez,शोध करे
anna,अन्ना
sotuh india,दक्षिण भारत
fastest,सबसे तेजी से
faster,और तेज
rajnikanth jokes,rajnikanth चुटकुले
yanna rascala,याना रास्कला
rascala,rascala
actor,अभिनेता
indian actor,भारतीय अभिनेता
lungi,लंबा
master,गुरुजी
lungi master,लुंगी मास्टर
rajni,राजनेता
lungi dance,लुंगी डांस
chalbaaz,चालबाज़
movie dialog,फिल्म का डायलॉग
liquor,शराब
booze,शराब पीना
drinking,पीने
drunk,नशे में
indian movies,भारतीय फिल्में
rajnikanth dialogues,rajnikanth संवाद
dialogues,संवादों
chamak,चमक
shine,चमक
twenty twenty,बीस बीस
sachin,सचिन
batting,बल्लेबाजी
bowling,गेंदबाजी
indian cricket team,भारतीय क्रिकेट टीम
indian cricket,भारतीय क्रिकेट
cricket world cup,क्रिकेट विश्व कप
cricketer,क्रिकेटर
sports,खेल
cricket fans,क्रिकेट प्रशंसक
fan,पंखा
bat,बल्ला
bowl,कटोरा
india,भारत
you,आप
balls,गेंदों
cricket,क्रिकेट
indian cricketers,भारतीय क्रिकेटर्स
batsman,बल्लेबाज
bowler,गेंदबाज
injury,चोट
bowled,बोल्ड
match,मेल खाते हैं
catch,पकड़
out,बाहर
run out,रन आउट
cricket match,क्रिकेट मैच
hit,मारो
maar,लेकिन
punch,पंच
howzzat,howzzat
indian cricketer,भारतीय क्रिकेटर
that,उस
six,छह
sixer,छक्के
shot,शॉट
clap,ताली
what,क्या
dont,न
be,होना
duck,बत्तख
bend,झुकना
low,कम
sachin tendulkar,सचिन तेंडुलकर
tendulkar,तेंडुलकर
god,परमेश्वर
god of cricket,क्रिकेट के भगवान
indian cricket match,भारतीय क्रिकेट मैच
century,सदी
match night,मैच रात
sports injury,खेल की चोट
cricket kit,क्रिकेट किट
match score,मैच का स्कोर
score,स्कोर
win,जीत
lost,खो गया
victory,विजय
bata,युवा
video,वीडियो
online,ऑनलाइन
cricket fan,क्रिकेट प्रशंसक
player,खिलाड़ी
third,तीसरा
3rd,प्रदर्शन
umpire,अंपायर
referee,पंच
indian team,भारतीय टीम
indian player,भारतीय खिलाड़ी
12th,12 वीं
man,आदमी
twelveth,twelveth
indian crickter,भारतीय क्रिकेटर
saale,Saale
smooth,चिकनी
delivery,वितरण
commentary,टीका
cricket commentary,क्रिकेट कमेंट्री
strike,हड़ताल
cheerleader,चियरलीडर
cheer,जयकार
match fixing,मैच फ़िक्सिंग
fixing,फिक्सिंग
bik,इशारा
tu,आपके
cricket team,क्रिकेट टीम
can,कर सकते हैं
drive,चलाना
players,खिलाड़ियों
full,पूर्ण
toss,टॉस
full toss,पूरा टॉस
pitch,पिच
bounce,उछाल
ek,एक
one,एक
bouncer,शेख़ीबाज़
do,करना
not,नहीं
afraid,डरा हुआ
scared,डरा हुआ
hero,नायक
super hero,सुपर हीरो
powerpuff girls,ताकतवर लड़कियां
powerpuff,powerpuff
girls,लड़कियाँ
power,शक्ति
daring,साहसी
strong,मजबूत
bold,साहसिक
fighter woman,लड़ाकू महिला
fighter,योद्धा
here,यहाँ
I am,मैं हूँ
cartoon network,कार्टून नेटवर्क
cartoon,कार्टून
professor,प्रोफ़ेसर
ehh,ehh
whats up,क्या हो रहा है
sup,सुड़कना
doc,दस्तावेज़
doctor,चिकित्सक
bugs bunny,बग्स बनी
rabbit,खरगोश
carrot,गाजर
annoying,कष्टप्रद
cartoons,कार्टून
cartooon network,कार्टून नेटवर्क
bunny,करगोश
cute,प्यारा
hey,हे
hi,नमस्ते
the,
is,है
yours,आपका अपना
captain planet,कप्तान ग्रह
planet,ग्रह
captain,कप्तान
brave,बहादुर
empowering,सशक्त बनाने
will,मर्जी
hunt,शिकार
down,नीचे
hunter,शिकारी
road runner,सड़क चलाने वाला
The Road Runner,द रोड रनर
The Coyote,कोयोट
looney toons,लुनेटुनस
toons,Toons
animal instincts,पशु वृत्ति
beep beep,बीप बीप
acme,परिपूर्णता
pretty,सुंदर
are,कर रहे हैं
I m,मैं हूँ
johnny,छोकरा
johnny bravo,जॉनी ब्रावो
bravo,वाहवाही
dude,दोस्त
sexy,कामुक
mojo jojo,मोजो जोजो
villain,खलनायक
evil,बुराई
wicked,शैतान
bad,खराब
baddie,खलनायक
cruel,निर्दयी
cruel intentions,क्रूर इरादे
bff,BFF
forever,सदैव
life,जिंदगी
ed edd and eddy,ed edd और eddy
ed,ईडी
edd,edd
eddy,एडी
bestie,जानवरों
log,लॉग
imaginary,काल्पनिक
imaginary friend,काल्पनिक दोस्त
plank,काष्ठफलक
aww,ओह
moment,पल
great,महान
childhood,बचपन
ruined,तबाह
cats,बिल्ली की
swat cats,स्वात कात
roll,घूमना
bahadur bille,बहादुर बिल्ले
swat,शक्तिशाली मार
swat kats,स्वात कात
bade miyan,बड़े मियां
chote miyan,छोटे मियां
fighters,सेनानियों
best friends,सबसे अच्छा दोस्त
The Radical Squadron,रेडिकल स्क्वाड्रन
BADE MEOW,MEOW करे
CHOTE,छोटे
MEOW,मियांउ
cartoon shows,कार्टून शो
children,बच्चे
catch you,तुम्हें पकड़ूं
tom,टॉम
jerry,जेरी
tom and jerry,टॉम और जेरी
cat,बिल्ली
mouse,चूहा
wanna,चाहते हैं
cartoon character,कार्टून चरित्र
the addams family,एडम्स परिवार
wednesday,बुधवार
girl,लड़की
knock,दस्तक
jetsons,Jetsons
the jetsons,जेट्सन
jane,जेन
george,जॉर्ज
laugh,हसना
haha,haha
dexter,दायां
dexters laboratory,डेक्सटर्स प्रयोगशाला
network,नेटवर्क
deedee,डी डी
scientist,वैज्ञानिक
lab,प्रयोगशाला
mayor,महापौर
secretary,सचिव
sexy secretary,सेक्सी सचिव
Ms Sara Bellum,सुश्री सारा युद्ध
sara bellum,सारा युद्ध
the powerpuff  girls,द पावरपफ गर्ल्स
Townsville,टाउन्सविले
red hair,लाल बाल
dress,पोशाक
red,लाल
heels,हील
hot,गरम
bear,भालू
smarter,होशियार
average,औसत
fat,मोटी
smart,होशियार
THE YOGI BEAR,YOGI BEAR
THE YOGI BEAR SHOW,YOGI BEAR SHOW
wise,बुद्धिमान
intelligent,बुद्धिमान
we,हम
kid,बच्चा
sharing,बंटवारे
share,शेयर
alvin and the chipmunks,एल्विन और गिलहरी
alvin,एल्विन
chipmunks,चिपमंक्स
Simon,साइमन
Theodore,थिओडोर
prize,इनाम
yes,हाँ
yeah,हाँ
all right,ठीक है
alright,ठीक है
boss,मालिक
sir,महोदय
servant,नौकर
maid,नौकरानी
richie rich,रिची रिच
Irona the Robot Maid,आयरना द रोबोट नौकरानी
robot,रोबोट
irona,Irona
Mrs Rich,श्रीमती अमीर
ok,ठीक
Sarabhai VS Sarabhai,साराभाई बनाम साराभाई
rosesh,rosesh
sarabhai,साराभाई
moma,मोमा
momma,मां
mamas boy,माँ का दुलारा
car,गाड़ी
boy,लड़का
Einstein,आइंस्टाइन
biwi,बीवी
wife,बीवी
brain,दिमाग
stupid,बेवकूफ
big cars,बड़ी कारें
lol,जबरदस्त हंसी
poetry,कविता
roshes poetry,कविता को भुनाता है
gaadi,गाडी
dimag,दिमाग
idiot,बेवकूफ
lame,लंगड़ा
lame poetry,लंगड़ी कविता
wine,वाइन
whiskey,व्हिस्की
champagne,शँपेन
drinks,पेय
drink,पीना
offering drinks,पेय की पेशकश
cheers,चियर्स
alcohol,शराब
sitcom,सिटकॉम
indian sitcom,भारतीय सिटकॉम
middle class,मध्यम वर्ग
ls,ls
highclass,उच्च वर्ग
maya,माया
maya sarabhai,माया साराभाई
mind,मन
making,निर्माण
point,बिंदु
vs,बनाम
sitcoms,सिटकॉम
indian sitcoms,भारतीय सिटकॉम
argument,बहस
arguing,बहस
haunsla,हौंसला
sweety,माशूक़
monisha,मनीषा
hope,आशा
dont lose,हारना नहीं
lose,खोना
proud,गर्व
monisha sarabhai,मोनिषा साराभाई
poison,ज़हर
milk,दूध
acting,अभिनय
overacting,overacting
woman,महिला
indian woman,भारतीय नारी
comedy shows,कॉमेडी शो
comedy,कॉमेडी
indian comedy shows,भारतीय कॉमेडी शो
doodh,दूध
swear,कसम खाता
indian comedy,भारतीय कॉमेडी
promise,वादा
jaljeera,jaljeera
celebration,उत्सव
housewife,गृहिणी
aroma,सुगंध
rosesh sarabhai,रोसेश साराभाई
happiness,ख़ुशी
show,प्रदर्शन
indian shows,भारतीय शो
happy dance,खुश नृत्य
mummy,मम्मी
purse,पर्स
hospital,अस्पताल
sweet,मिठाई
nurse,नर्स
flattering,चापलूसी
impress,Impress
patient,मरीज़
mom,माँ
mother,मां
mommas boy,मां का लड़का
lmao,lmao
jelly,जेली
roseshs poetry,रोजेश कविता
son,बेटा
doting,अति अनुरक्त
dote,दहेज
pigeons,कबूतरों
birds,पक्षियों
pigeon,कबूतर
writings,लेखन
writing,लिख रहे हैं
so,इसलिए
class,कक्षा
middle,मध्य
high class,उच्च वर्ग
showoff,दिखावा
broke,तोड़ दिया
money,पैसे
rupees,रुपये
cash,नकद
card,कार्ड
credit card,क्रेडिट कार्ड
miser,कंजूस
scrooge,कंजूस
low on cash,नकदी पर कम
wallet,बटुआ
no money,पैसे नहीं हैं
no salary,कोई वेतन नहीं
salary,वेतन
balance,संतुलन
low balance,कम संतुलन
no cash,नकद नहींं
phone call,फ़ोन कॉल
mobile phone,मोबाइल फोन
forgot,भूल गया
brothers,भाई बंधु
dead,मृत
bhai,भाई
buddy,साथी
bud,कली
bro,भाई
t shirt,टी शर्ट
shirt,कमीज
tee,टी
t,टी
brother,भाई
borrow,उधार
loan,ऋण
owe,आभारी होना
bill,बिल
check,चेक
no balance,कोई संतुलन नहीं
pay,वेतन
restaurant,खाने की दुकान
bro brother,भाई
extra,अतिरिक्त
ask,पूछना
snack,नाश्ता
snacking,स्नैक्स
bhel,भेल
more,अधिक
munching,चबा
hogging,hogging
snacks,स्नैक्स
note,ध्यान दें
girls night,लड़कियों की रात
girls night out,लाड़कियों की रात
ladies night,महिलाओं की रात
broke girls,कड़की लड़कियां
clubbing,डंडा मारना
club,क्लब
tonight,आज रात
lets party,आओ पार्टी करें
dancing,नृत्य
women,महिलाओं
thursday,गुरूवार
birthday,जन्मदिन
gift,उपहार
present,वर्तमान
birthday gift,जन्मदिन का उपहार
birthday party,जन्मदिन उत्सव
kanjoos,कंजूस
asking,पूछ
birthday present,जन्मदिन का तोहफा
shopping,खरीदारी
shop,दुकान
cell phone,सेल फोन
urgent call,तत्काल कॉल करें
no battery,बैटरी नहीं है
dead phone,मृत फोन
make,बनाना
scoorge,कंजूस
yaar,कौन
bruh,bruh
chai,फाड़ दो
tea,चाय
masala tea,मसाला चाय
kadak chai,सख्त चाई
cutting chai,कटाई चाय
treat,इलाज
hangout,अड्डा
tea shop,चाय की दुकान
tea stall,चाय की दुकान
guys,लोग
guy,पुरुष
Demonetisation,Demonetisation
car pool,कार पूल
cab pool,कैब पूल
cab sharing,टैक्सी शेयरिंग
auto,ऑटो
delhi auto,दिल्ली ऑटो
taxi sharing,टैक्सी शेयरिंग
travelling,यात्रा
travel,यात्रा
traveling,यात्रा
friendship,मित्रता
change,परिवर्तन
big note,बड़ा नोट
five hundred note,पांच सौ का नोट
bill pay,बिल का भुगतान
no change,कोई परिवर्तन नहीं होता है
currency,मुद्रा
metro,मेट्रो
stuck,अटक गया
got,गॉट
transport,ट्रांसपोर्ट
bus,बस
train,रेल गाडी
metro train,मेट्रो ट्रेन
delhi metro,डेल्ही मेट्रो
delhi metro train,दिल्ली मेट्रो ट्रेन
mumbai metro,मुंबई मेट्रो
local transport,स्थानीय परिवहन
late,देर से
late to work,देर से काम करना
excuses,बहाने
worker,मज़दूर
employee,कर्मचारी
office staff,कार्यालय कर्मचारी
manager,प्रबंधक
team,टीम
suit,सूट
cab,टैक्सी
cabbie,cabbie
cab guy,कैब वाला
driver,चालक
taxi driver,टैक्सी चलाने वाला
taxi,टैक्सी
auto driver,ऑटो चालक
route,मार्ग
direction,दिशा
area,क्षेत्र
took,लिया
delayed,विलंबित
latecomer,देर से
navigation,पथ प्रदर्शन
way,मार्ग
road,सड़क
street,सड़क
procession,जुलूस
job,काम
in laws,ससुराल
mother in law,सास
father in law,ससुर
inlaws,ससुराल
relatives,रिश्तेदारों
married,विवाहित
married employee,शादीशुदा कर्मचारी
bahane,बहाना
kaam,काम
office job,कार्यालय के काम
office excuses,कार्यालय के बहाने
loosemotions,loosemotions
loose motions,ढीली गती
sick,बीमार
sickness,रोग
ill,बीमार
unwell,अस्वस्थ
late coming,देर से आना
workexcuses,workexcuses
member,सदस्य
fake,उल्लू बनाना
faking illness,फेकने की बीमारी
bad stomach,खराब पेट
stomach ache,पेट दर्द
potty,उन्माद
dump,ढेर
poop,गोली चलाने की आवाज़
parents,माता-पिता
station,स्टेशन
pick,चुनना
railway station,रेलवे स्टेशन
bus stand,बस स्टैंड
work excuses,काम के बहाने
work place,कार्यस्थल
flat tyre,टायर पंचर
puncture,छिद्र
tyre,टायर
broke down,टूट गया
working,काम कर रहे
sad employee,उदास कर्मचारी
on,पर
skipped,को छोड़ दिया
bai,सफेद
kaamwali,कामवाली
late today,आज देरी से
theft,चोरी होना
robbery,लूट
heist,डकैती
building,इमारत
society,समाज
crime scene,अपराध स्थल
appartment,अपार्टमेंट
work excuse,काम का बहाना
employer,नियोक्ता
car broke down,कार खराब हो गई
kharab,ख़राब
gaadi band,गाडी बंद
raining,बारिश हो रही
monsoon,मानसून
location,स्थान
city,Faridabad
water clogging,पानी भर जाना
paani,पानी
coca cola,कोक
thanda,ठंड
coke,कोक
yo,मैं
beverage,पेय पदार्थ
taste the feeling,भावना का स्वाद लें
taste,स्वाद
bottle,बोतल
cola,कोला
coca,कोका
coke bottle,कोक की बोतल
jersey,जर्सी
soft drink,शीतल पेय
1,1
coca cola,कोक
meet,मिलना
walking,घूमना
foodies,भोजन करने के शौकीन
khushiyaan,Khushiyaan
feeling,अनुभूति
meeting,मुलाकात
towel,तौलिया
bathroom,बाथरूम
shower,शावर
girl in washroom,वॉशरूम में लड़की
washroom,टट्टी
toilet,शौचालय
girl in towel,तौलिया में लड़की
no wash,नहीं धोना
clean,स्वच्छ
fresh,ताज़ा
freshen,ताज़ा
company,कंपनी
dirty pack,गंदा पैक
pack,पैक
dirty,गंदा
cold,सर्दी
girl in bathrobe,लड़की बाथरोब में
bathing,नहाना
bathe,स्नान
industry,उद्योग
clean up,साफ - सफाई
unhygienic,मैली
hygiene,स्वच्छता
sanitary,सैनिटरी
fever,बुखार
ganda,सुंदरता
deodorant,डिओडोरेंट
in,में
kal,कल
nahaya,नहाया
ath,एथलीट
athing,athing
wash wash up,धोना धोना
alibi,अन्यत्र उपस्थिति
excuse,बहाना
nightsuit,रात के कपड़े
underwear,अंडरवियर
kacche,कच्चे
dhule,धुले
washing,धुलाई
dry,सूखा
dirty clothes,गंदे कपड़े
arriving late,देर से आना
ironing,इस्त्री
iron,लोहा
pants,पैंट
trousers,पतलून
naked,नंगा
tie,गुलोबन्द
no bath,स्नान नहीं
warm,गरम
restroom,पाख़ाना
woman in towel,तौलिया में महिला
pink,गुलाबी
lady,महिला
hot water bath,गर्म पानी से स्नान
no shower,शावर नहीं
holi,होली
wash up,नहाना
pichkaari,पिचकारी
gross,कुल
abey,Abey
blue,नीला
naha,त्वचा
winter,सर्दी
oye,ओए
come,आइए
thand,ठण्ड
Daisy Duck,डेज़ी बतख
darling,प्रिय
good,अच्छा
luck,भाग्य
good luck,सौभाग्य
memories,यादें
bae,bae
girl friend,लड़की दोस्त
school days,स्कूल के दिन
eighties,आठवाँ दशक
baby,बच्चा
lovable,प्यारा
girl friends,लड़की दोस्त
post,पद
posted,की तैनाती
first,प्रथम
before,इससे पहले
update,अपडेट करें
social media,सोशल मीडिया
donald duck,डोनाल्ड डक
donald,डोनाल्ड
child,बच्चा
hilarious,उल्लसित
insane,पागल
cuteness,मासूमियत
mental,मानसिक
mentally,मानसिक रूप से
oh,ओह
boy oh boy,ओह लड़के लड़के
mickey,मिकी
mickey mouse,मिकी माउस
response,प्रतिक्रिया
shocked,हैरान
some,कुछ
music,संगीत
songs,गीत
song,गाना
minnie,मिन्नी
mini,छोटा
minni,मेरी
minnie mouse,मिनि माउस
melody,राग
need,जरुरत
all,सब
romance,रोमांस
romanctic,प्रेम प्रसंगयुक्त
conversations,बात चिट
talks,बाते
lover,प्रेमी
guitar,गिटार
instrument,साधन
forbidden,मना किया हुआ
romantic,प्रेम प्रसंगयुक्त
heart ache,दिल का दर्द
dill,दिल
how,किस तरह
cteness,cteness
starts,शुरू होता है
beginning,शुरुआत
conversation,बातचीत
for,के लिये
group,समूह
happy birthday,जन्मदिन की शुभकामनाएं
to me,के साथ
my birthdy,मेरा जन्मदिन
my,मेरे
hello,नमस्ते
starters,स्नैक्स
begin,शुरू
mouseketeers,mouseketeers
magic,जादू
jaafu,jaafu
jadu,जादू
cloak,लबादा
me,मुझे
praise,प्रशंसा
in love,प्यार में
ishq,इश्क
flirt,फ़्लर्ट
flirtatious,चुलबुला
filmy,फिल्में
bollywood,बॉलीवुड
cinema,सिनेमा
hindi,हिन्दी
relationships,रिश्तों
pyar,प्यार
dl,डीएल
zindagi,जिंदगी
hai,है
dialogue,संवाद
dialog,संवाद
mohabbat,मोहब्बत
lovesick,प्यार करनेवाला
chance,मोका
stake,दाँव
risk,जोखिम
kuch,कुछ
by,द्वारा
mera,मेरा
limit,सीमा
main,मुख्य
hearts,दिल
rule,नियम
pyaar ke rules,प्यार के रूल्स
friendzone,दोस्त क्षेत्र
friendzoned,friendzoned
diwana,दीवाना
mad,पागल
ole,नहीं
bole,कहते हैं
saif,सैफ
saif ali khan,सैफ अली खान
tera,तेरा
jab bhi,जब भी
see,देख
dekhu,देखु
ladka,लड़का
bike,बाइक
hitting,हिटिंग
hitting on,निशाना साधना
aur,सोना
dono,कैसे
thai ishqiya,थाई इश्क़िया
baccha,बच्चा
hai jee,है जी
empty,खाली
pockets,जेब
paisa,पैसा
cashless,नगदीरहित
staff,कर्मचारी
later,बाद में
diwali,दिवाली
professional,पेशेवर
prediwali,prediwali
diwali party,दिवाली पार्टी
card party,कार्ड पार्टी
ethnic wear,एथनिक वियर
traditional wear,पारंपरिक वस्त्र
traditional,परंपरागत
festive,उत्सव
festive wear,उत्सव का वस्त्र
daru,एक उपहार
sharab,शराब
alocohol,शराब
kurta pyjama,कुर्ता पायजामा
where,कहाँ पे
cardparty,cardparty
say,कहते हैं
to,सेवा
crackers,पटाखे
slogan,नारा
deepawali,दीपावली
dipawali,दीपावली
cards,पत्ते
couple,जोड़ा
rangoli,रंगोली
stay,रहना
away,दूर
diya,दिया
lamps,लैंप
diwlai celebration,दीपावली का उत्सव
maa,पृथ्वी
mata,आँख
housewide,housewide
safai,सफाई
ghar,घर
house,मकान
house cleaning,घर की सफाई
diwali cleaning,दीपावली की सफाई
karega,करेगा
ki,की
daughter,बेटी
sahab,साहब
housekeeper,नौकरानी
cleaner,सफाई वाला
diwlai,diwlai
bonus,बक्शीश
diwali bonus,दिवाली बोनस
bucket,बाल्टी
cleaning,सफाई
broom,झाड़ू
jhaduu,jhaduu
diwali shopping,दीवाली की खरीदारी
with,साथ में
be like,उस जैसे रहो
bags,बैग
shopping bags,सामान का थैला
missing,लापता
miss,कुमारी
miss you,तुम्हारी याद आती हैं
yaad,याद
ghar ki yaad,घर की याद
nostalgia,विषाद
nostalgic,उदासीन
baksheesh,घूस
paise,पैसे
superstar,सुपरस्टार
stage,मंच
mic,माइक
singer,गायक
melodies,की धुन
perform,प्रदर्शन
gig,टमटम
star,सितारा
band,बैंड
rockband,रॉक बैंड
musician,संगीतकार
spotlight,सुर्खियों
goodwork,अच्छा कार्य
well,कुंआ
done,किया हुआ
welldone,Welldone
good job,बहुत बढ़िया
acha,सोच
sun,रवि
surf,लहर
surfboard,सर्फ़बोर्ड
surfing,सर्फ़िंग
shining,चमकदार
waves,लहर की
swiming,तैराकी
swimwear,स्विमवियर
swimsuit,स्विमिंग सूट
goa,गोवा
beaches,समुद्र तटों
usic,USIC
performance,प्रदर्शन
acha kaam,अच्छा काम
ha,वह है
hell,नरक
burn,जलाना
burning,जलता हुआ
laughing,हस रहा
interaction,बातचीत
talk,बातचीत
old,पुराना
days,दिन
memory,स्मृति
college,कॉलेज
cowboy,चरवाहे
cowboy hat,काऊब्वॉय हैट
cowboy boots,काऊबॉय बूट्स
boots,जूते
dessert,मिठाई
hat,टोपी
fighting,मार पिटाई
goodnight,शुभरात्रि
night,रात
dreams,सपने
sweetdreams,प्यारे सपने
moon,चांद
dark,अंधेरा
stars,सितारे
the moon,चांद
clouds,बादल
sky,आकाश
end,समाप्त
scare,डराना
scray,scray
boo,बू
ghost,भूत
land,भूमि
scarecrow,बिजूका
shock,झटका
surprise,आश्चर्य
zombie,ज़ोंबी
hahaha,hahaha
laughter,हंसी
wicked laugh,दुष्ट हंसी
scary,डरावना
tight,तंग
honey,शहद
grilfriend,प्रेमिका
college days,कॉलेज के दिन
older,बड़े
young,युवा
younger,छोटा
retro,रेट्रो
yearn,उदास होना
booo,booo
witch,डायन
flying,उड़ान
ghosts,भूत
spooky,डरावना
chudail,चुड़ैल
shinning,shinning
bright,उज्ज्वल
frieds,Frieds
really,वास्तव में
chat,बातचीत
friendships,यारियाँ
stunned,दंग रह
hmmm,हममम
hmm,हम्म
pondering,विचार
contemplating,विचार
think,सोच
thoughtful,सावधान
thoughts,विचारों
hahah,hahah
bahaha,bahaha
joking,मजाक कर रहा है
hansna,हंसना
thanks,धन्यवाद
thank you,धन्यवाद
thank,धन्यवाद
help,मदद
welcome,स्वागत हे
thanking,धन्यवाद
get,प्राप्त
get out,बाहर जाओ
chakra,चक्र
go,जाओ
fuck off,बकवास करना
superhero,सुपर हीरो
whatsup,क्या हो रहा है
ssup,SSUP
whaddup,whaddup
whatup,whatup
watsup,watsup
happing,happing
